60,0.0
68,0.0
76,0.0
84,0.2416827651235678
92,0.5720298325031465
100,0.6023808598078606
108,2.900904160533393
116,3.485327848479806
124,4.8100722462004395
132,3.5633227533233582
140,5.193010491160294
148,6.021973318842475
156,5.925003360296345
164,6.030644792143419
172,5.783056545081287
180,5.455582423151748
188,4.631023944039309
196,2.829140743738126
204,3.5772603516207777
212,3.649329991925875
220,2.676050175627325
228,1.9576706753301
236,2.071986363872612
244,1.1396281099581036
252,1.2020438361131252
260,1.6230448431403324
268,0.8712365399384308
276,0.4655571399476874
284,0.33237620807288687
292,0.3289148776541785
