60,0.0
68,0.0
76,0.2808780753222929
84,1.428422723509862
92,2.999993454339216
100,7.432270508808454
108,11.169840140476555
116,13.566573707035857
124,20.43236349564381
132,25.72053267708142
140,27.052992665687526
148,32.369597456615196
156,35.78860459208942
164,30.949520985464957
172,33.6332751223649
180,27.853745256787892
188,30.34373749564495
196,28.86325392429962
204,24.19746932149046
212,20.20496523139011
220,18.290041757009963
228,16.91691480199746
236,14.467900918055523
244,10.062389858270567
252,8.853649208215437
260,7.927816788188062
268,7.152961220351325
276,6.295034126152985
284,4.271936051006567
292,5.54097407978394
