60,0.0
68,0.010233234977181807
76,0.9433565550254865
84,6.027897961052494
92,14.999372777731164
100,27.767615899877107
108,38.02396029590841
116,51.76308070378427
124,56.079680955942194
132,60.49084385841461
140,63.28557321438555
148,61.43576650872303
156,56.897739690698096
164,51.74378531958357
172,45.482344402213755
180,39.70796617011723
188,33.37764178754297
196,28.357045984643808
204,22.725633054480966
212,21.170547612597275
220,17.267388571506554
228,13.166172754268526
236,12.58150877390326
244,8.449116154083757
252,7.114893698361728
260,6.098903294487694
268,5.422392973614427
276,3.7830339528434425
284,2.71709614881557
292,2.48619641247951
