60,0.0
68,0.0
76,0.0
84,0.06950075214694844
92,0.8527779551882357
100,1.4317146813602393
108,2.5848529232016326
116,2.4743328832323366
124,3.4423846119754327
132,4.676418913764613
140,4.362322174106261
148,4.287800636519056
156,5.955634750449419
164,5.9420401602788315
172,6.268436800491287
180,3.5735438027957995
188,5.135161416513766
196,3.9883285534048065
204,3.041130215140873
212,3.2471815809161657
220,2.85178999616251
228,1.9804838792895523
236,2.2668611566643757
244,1.3767867210356368
252,1.2454114487234853
260,1.4820789654139308
268,0.7443068489717413
276,0.7557583474280618
284,0.3518370372465348
292,0.3772025408059757
