60,0.0
68,0.0
76,2.0
84,10.0
92,26.0
100,53.0
108,69.0
116,60.0
124,87.0
132,63.0
140,75.0
148,73.0
156,62.0
164,58.0
172,58.0
180,40.0
188,40.0
196,42.0
204,36.0
212,27.0
220,19.0
228,16.0
236,4.0
244,9.0
252,10.0
260,12.0
268,6.0
276,6.0
284,3.0
292,3.0
